CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,tenure_bin,monthly_bin,cltv_bin
0708-SJDIS,West Hollywood,Female,0,0,0,34,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,65.0,2157.5,No,0,55,5567,,25-48,"(35.588, 70.35]","(5540.8, 6500.0]"
2073-QBVBI,Los Angeles,Female,0,1,0,41,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,No,Mailed check,35.45,1391.65,No,0,80,2954,,25-48,"(18.249, 35.588]","(2002.999, 3178.2]"
6928-ONTRW,Bell,Female,0,1,1,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.7,1379.8,No,0,33,5451,,49+,"(18.249, 35.588]","(4882.6, 5540.8]"
3320-VEOYC,Beverly Hills,Male,1,0,0,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.6,1273.3,No,0,78,3502,,13-24,"(89.862, 118.75]","(3178.2, 4195.4]"
5231-FIQPA,Beverly Hills,Female,0,0,0,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.85,810.45,No,0,40,3523,,25-48,"(18.249, 35.588]","(3178.2, 4195.4]"
6617-WLBQC,Beverly Hills,Female,0,1,1,23,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),81.85,1810.85,No,0,80,5939,,13-24,"(70.35, 89.862]","(5540.8, 6500.0]"
2599-CIPQE,Compton,Male,0,1,1,71,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.3,7782.85,No,0,61,5737,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
8774-GSBUN,Compton,Male,0,1,0,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1797.1,No,0,46,6011,,49+,"(18.249, 35.588]","(5540.8, 6500.0]"
7326-RIGQZ,Culver City,Male,0,1,1,6,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,377.85,No,0,62,2651,,0-6,"(35.588, 70.35]","(2002.999, 3178.2]"
1401-FTHFQ,Culver City,Male,0,1,1,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.0,445.3,No,0,62,2170,,13-24,"(18.249, 35.588]","(2002.999, 3178.2]"
0254-FNMCI,Downey,Female,0,0,0,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,109.9,7624.2,No,0,37,5234,,49+,"(89.862, 118.75]","(4882.6, 5540.8]"
1848-LBZHY,Downey,Female,0,1,0,7,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),50.3,355.1,No,0,42,2547,,7-12,"(35.588, 70.35]","(2002.999, 3178.2]"
8118-TJAFG,Gardena,Male,0,1,1,9,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.5,906.85,No,0,60,2757,,7-12,"(89.862, 118.75]","(2002.999, 3178.2]"
5429-LWCMV,Gardena,Female,0,0,0,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,1057.55,No,0,80,4041,,7-12,"(70.35, 89.862]","(3178.2, 4195.4]"
7298-IZWLY,Gardena,Female,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,19.4,No,0,25,2742,,0-6,"(18.249, 35.588]","(2002.999, 3178.2]"
9758-MFWGD,Hawthorne,Female,1,1,1,48,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),29.9,1388.75,No,0,49,2617,,25-48,"(18.249, 35.588]","(2002.999, 3178.2]"
3955-JBZZM,Hermosa Beach,Male,0,0,0,20,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,1641.3,No,0,80,2317,,13-24,"(70.35, 89.862]","(2002.999, 3178.2]"
4815-TUMEQ,Lynwood,Female,0,0,0,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.3,185.2,No,0,38,4190,,7-12,"(18.249, 35.588]","(3178.2, 4195.4]"
9909-IDLEK,Malibu,Male,0,1,1,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,96.8,1826.7,No,0,26,3222,,13-24,"(89.862, 118.75]","(3178.2, 4195.4]"
4092-OFQZS,Manhattan Beach,Male,0,1,0,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,417.5,No,0,40,4147,,13-24,"(18.249, 35.588]","(3178.2, 4195.4]"
1561-BWHIN,Maywood,Male,0,1,1,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,344.5,No,0,27,4464,,13-24,"(18.249, 35.588]","(4195.4, 4882.6]"
9927-DSWDF,Palos Verdes Peninsula,Male,0,1,0,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,No,0,68,2429,,13-24,"(89.862, 118.75]","(2002.999, 3178.2]"
9500-LTVBP,Rancho Palos Verdes,Female,0,0,0,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),80.05,2835.9,No,0,31,3999,,25-48,"(70.35, 89.862]","(3178.2, 4195.4]"
7252-NTGSS,Redondo Beach,Female,0,0,0,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.15,45.15,No,0,48,4131,,0-6,"(35.588, 70.35]","(3178.2, 4195.4]"
8149-AIQCG,Redondo Beach,Male,0,0,0,39,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.15,2730.85,No,0,62,3271,,25-48,"(70.35, 89.862]","(3178.2, 4195.4]"
1360-JYXKQ,South Gate,Female,1,1,0,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,99.1,5437.1,No,0,54,4118,,49+,"(89.862, 118.75]","(3178.2, 4195.4]"
0899-WZRSD,Marina Del Rey,Male,0,0,0,56,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,105.35,5794.45,No,0,31,5680,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
3255-GRXMG,Playa Del Rey,Male,0,0,1,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.65,747.2,No,0,75,4403,,13-24,"(35.588, 70.35]","(4195.4, 4882.6]"
4828-FAZPK,Inglewood,Female,0,1,1,16,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),79.95,1267.95,No,0,65,3855,,13-24,"(70.35, 89.862]","(3178.2, 4195.4]"
6094-ZIVKX,Inglewood,Female,0,0,0,68,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),54.45,3674.95,No,0,45,6309,,49+,"(35.588, 70.35]","(5540.8, 6500.0]"
6925-BAYGL,Inglewood,Female,1,1,0,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.1,1275.6,No,0,70,5295,,49+,"(18.249, 35.588]","(4882.6, 5540.8]"
3262-EIDHV,Inglewood,Female,0,1,1,72,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),84.7,5893.9,No,0,49,6375,,49+,"(70.35, 89.862]","(5540.8, 6500.0]"
7354-OIJLX,Inglewood,Male,0,0,0,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.85,724.65,No,0,70,5212,,7-12,"(70.35, 89.862]","(4882.6, 5540.8]"
1376-HHBDV,Santa Monica,Female,0,0,0,30,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.8,1536.75,No,0,71,4864,,25-48,"(35.588, 70.35]","(4195.4, 4882.6]"
6133-OZILE,Santa Monica,Female,0,0,0,18,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,35.2,607.3,No,0,32,5381,,13-24,"(18.249, 35.588]","(4882.6, 5540.8]"
4135-FRWKJ,Santa Monica,Female,1,1,1,55,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,No,Electronic check,76.25,4154.55,No,0,42,4319,,49+,"(70.35, 89.862]","(4195.4, 4882.6]"
6551-ZCOTS,Torrance,Male,1,0,0,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9,847.8,No,0,52,5756,,25-48,"(18.249, 35.588]","(5540.8, 6500.0]"
7191-ADRGF,Torrance,Male,0,1,0,44,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),54.3,2390.45,No,0,64,3222,,25-48,"(35.588, 70.35]","(3178.2, 4195.4]"
5018-LXQQG,Torrance,Female,0,1,1,30,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),66.3,1923.5,No,0,80,4631,,25-48,"(35.588, 70.35]","(4195.4, 4882.6]"
6892-BOGQE,Whittier,Female,0,1,0,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.9,1493.2,No,0,53,4030,,49+,"(18.249, 35.588]","(3178.2, 4195.4]"
1746-TGTWV,Whittier,Male,0,1,0,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),75.35,75.35,No,0,70,3514,,0-6,"(70.35, 89.862]","(3178.2, 4195.4]"
5995-SNNEW,Whittier,Male,1,1,0,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,No,0,37,5883,,13-24,"(89.862, 118.75]","(5540.8, 6500.0]"
8050-WYBND,Whittier,Female,0,0,1,22,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),49.45,1031.4,No,0,28,5941,,13-24,"(35.588, 70.35]","(5540.8, 6500.0]"
2821-WARNZ,Buena Park,Female,0,0,1,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.45,921.3,No,0,34,4170,,49+,"(18.249, 35.588]","(3178.2, 4195.4]"
4879-GZLFH,Buena Park,Female,0,1,1,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.15,3875.4,No,0,33,5697,,25-48,"(89.862, 118.75]","(5540.8, 6500.0]"
8314-HTWVE,Cypress,Female,0,1,1,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,144.15,No,0,60,3973,,7-12,"(18.249, 35.588]","(3178.2, 4195.4]"
9402-ROUMJ,La Habra,Female,0,1,1,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.25,6689.0,No,0,64,5588,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
2507-QZPQS,La Mirada,Male,0,0,0,15,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,95.7,1451.1,No,0,23,4999,,13-24,"(89.862, 118.75]","(4882.6, 5540.8]"
7159-NOKYQ,Montebello,Male,0,1,0,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,93.15,6368.2,No,0,59,4001,,49+,"(89.862, 118.75]","(3178.2, 4195.4]"
5707-ZMDJP,Norwalk,Male,0,1,1,53,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,69.7,3729.6,No,0,27,4590,,49+,"(35.588, 70.35]","(4195.4, 4882.6]"
8779-YIQQA,Pico Rivera,Male,0,1,1,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.8,350.1,No,0,47,3243,,13-24,"(18.249, 35.588]","(3178.2, 4195.4]"
7136-IHZJA,Santa Fe Springs,Female,0,1,1,40,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,71.35,2847.2,No,0,43,5807,,25-48,"(70.35, 89.862]","(5540.8, 6500.0]"
8966-OIQHG,Stanton,Female,0,1,1,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.75,452.35,No,0,59,2258,,13-24,"(18.249, 35.588]","(2002.999, 3178.2]"
7074-STDCN,Artesia,Male,0,0,0,39,No,No phone service,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,40.6,1494.5,No,0,58,4436,,25-48,"(35.588, 70.35]","(4195.4, 4882.6]"
8739-QOTTN,Avalon,Female,0,1,0,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,41.85,No,0,74,5761,,0-6,"(18.249, 35.588]","(5540.8, 6500.0]"
1399-OUPJN,Bellflower,Female,0,1,1,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.75,1272.05,No,0,80,4235,,49+,"(18.249, 35.588]","(4195.4, 4882.6]"
0277-BKSQP,Harbor City,Male,0,1,1,8,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,54.4,475.1,No,0,62,4854,,7-12,"(35.588, 70.35]","(4195.4, 4882.6]"
5774-XZTQC,Lakewood,Female,0,1,1,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,150.75,No,0,75,4484,,7-12,"(18.249, 35.588]","(4195.4, 4882.6]"
2676-SSLTO,Hawaiian Gardens,Male,0,0,0,49,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),66.15,3199.0,No,0,33,6138,,49+,"(35.588, 70.35]","(5540.8, 6500.0]"
6266-QHOJZ,Lomita,Female,0,0,0,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.85,5844.65,No,0,77,6421,,49+,"(70.35, 89.862]","(5540.8, 6500.0]"
7269-JISCY,Los Alamitos,Female,0,0,0,55,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.05,2462.6,No,0,39,4055,,49+,"(35.588, 70.35]","(3178.2, 4195.4]"
0363-SVHYR,Paramount,Male,0,1,1,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),86.85,6263.8,No,0,60,6452,,49+,"(70.35, 89.862]","(5540.8, 6500.0]"
8547-NSBBO,San Pedro,Male,0,0,0,35,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,96.75,3403.4,No,0,37,5154,,25-48,"(89.862, 118.75]","(4882.6, 5540.8]"
6591-QGOYB,Surfside,Male,0,0,0,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,No,0,25,2754,,13-24,"(89.862, 118.75]","(2002.999, 3178.2]"
9070-BCKQP,Wilmington,Female,0,1,0,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.15,7881.2,No,0,21,4498,,49+,"(89.862, 118.75]","(4195.4, 4882.6]"
6421-SZVEM,Carson,Female,0,1,1,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85,2320.8,No,0,75,5802,,25-48,"(70.35, 89.862]","(5540.8, 6500.0]"
1328-EUZHC,Carson,Female,0,1,0,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,370.5,No,0,30,4329,,13-24,"(18.249, 35.588]","(4195.4, 4882.6]"
8878-RYUKI,Long Beach,Female,0,0,0,52,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,59.45,3043.7,No,0,40,6107,,49+,"(35.588, 70.35]","(5540.8, 6500.0]"
9633-DENPU,Long Beach,Female,0,1,0,47,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),58.6,2723.4,No,0,33,2613,,25-48,"(35.588, 70.35]","(2002.999, 3178.2]"
7811-JIVPF,Long Beach,Female,0,0,0,23,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),49.7,1081.25,No,0,47,4790,,13-24,"(35.588, 70.35]","(4195.4, 4882.6]"
7113-HIPFI,Long Beach,Male,0,1,1,66,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.85,4097.05,No,0,53,5500,,49+,"(35.588, 70.35]","(4882.6, 5540.8]"
8541-QVFKM,Long Beach,Female,0,0,0,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.5,632.2,No,0,61,5777,,7-12,"(70.35, 89.862]","(5540.8, 6500.0]"
9258-CNWAC,Long Beach,Female,0,1,1,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),113.65,8166.8,No,0,27,6208,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
5371-VYLSX,Long Beach,Female,1,0,0,50,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,83.4,4113.7,No,0,68,4977,,49+,"(70.35, 89.862]","(4882.6, 5540.8]"
6374-AFWOX,Long Beach,Male,0,1,0,46,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65,3047.15,No,0,79,2680,,25-48,"(35.588, 70.35]","(2002.999, 3178.2]"
5317-FLPJF,Altadena,Female,0,0,0,66,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.35,4193.4,No,0,67,4824,,49+,"(35.588, 70.35]","(4195.4, 4882.6]"
7621-VPNET,Arcadia,Female,0,1,0,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),85.9,3729.75,No,0,25,2219,,25-48,"(70.35, 89.862]","(2002.999, 3178.2]"
6034-YMTOB,Arcadia,Female,0,0,0,5,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,399.45,No,0,40,2296,,0-6,"(70.35, 89.862]","(2002.999, 3178.2]"
4903-CNOZC,La Canada Flintridge,Male,0,0,0,29,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),70.9,1964.6,No,0,29,2064,,25-48,"(70.35, 89.862]","(2002.999, 3178.2]"
4353-HYOJD,Monrovia,Female,0,1,1,27,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.85,1336.15,No,0,75,5580,,25-48,"(35.588, 70.35]","(5540.8, 6500.0]"
7267-FRMJW,Sierra Madre,Female,0,1,1,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.1,486.05,No,0,46,5306,,25-48,"(18.249, 35.588]","(4882.6, 5540.8]"
4188-FRABG,Sunland,Male,0,1,0,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.05,5925.75,No,0,22,5586,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
4128-ETESU,Pasadena,Female,1,1,0,47,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.7,4747.2,No,0,67,4787,,25-48,"(89.862, 118.75]","(4195.4, 4882.6]"
0620-DLSLK,Pasadena,Female,0,0,0,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,81.9,1028.9,No,0,71,2054,,13-24,"(70.35, 89.862]","(2002.999, 3178.2]"
3850-OKINF,Pasadena,Male,0,1,1,71,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,66.2,4692.55,No,0,62,4756,,49+,"(35.588, 70.35]","(4195.4, 4882.6]"
1156-ZFYDO,Glendale,Female,0,0,0,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.75,19.75,No,0,38,3666,,0-6,"(18.249, 35.588]","(3178.2, 4195.4]"
3295-YVUSR,Glendale,Male,1,0,0,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.6,154.3,No,0,47,5098,,0-6,"(70.35, 89.862]","(4882.6, 5540.8]"
8016-NCFVO,Glendale,Male,1,0,0,55,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,116.5,6382.55,No,0,58,4222,,49+,"(89.862, 118.75]","(4195.4, 4882.6]"
4119-ZYPZY,Glendale,Male,1,0,0,71,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,106.8,7623.2,No,0,28,6423,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
5549-ZGHFB,Glendale,Male,0,1,1,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.95,1261.45,No,0,57,6019,,49+,"(18.249, 35.588]","(5540.8, 6500.0]"
7577-SWIFR,Glendale,Male,0,0,0,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.25,89.25,No,0,28,5579,,0-6,"(70.35, 89.862]","(5540.8, 6500.0]"
0303-WMMRN,Glendale,Male,0,0,0,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.25,86.05,No,0,27,3056,,0-6,"(18.249, 35.588]","(2002.999, 3178.2]"
6408-OTUBZ,Glendale,Female,0,0,0,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55,6779.05,No,0,53,4494,,49+,"(89.862, 118.75]","(4195.4, 4882.6]"
5204-HMGYF,La Crescenta,Female,0,1,1,49,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,87.2,4345.0,No,0,68,4567,,49+,"(70.35, 89.862]","(4195.4, 4882.6]"
1078-TDCRN,Agoura Hills,Female,1,1,0,3,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.75,82.85,No,0,27,4133,,0-6,"(18.249, 35.588]","(3178.2, 4195.4]"
3727-OVPRY,Calabasas,Male,0,1,1,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.7,1714.55,No,0,43,5517,,49+,"(18.249, 35.588]","(4882.6, 5540.8]"
3797-FKOGQ,Canoga Park,Male,0,0,1,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.2,893.2,No,0,41,3157,,7-12,"(70.35, 89.862]","(2002.999, 3178.2]"
7622-NXQZR,Canoga Park,Male,0,0,0,28,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),30.1,810.85,No,0,31,2653,,25-48,"(18.249, 35.588]","(2002.999, 3178.2]"
6196-HBOBZ,Winnetka,Male,0,1,0,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.35,6347.55,No,0,80,6300,,49+,"(89.862, 118.75]","(5540.8, 6500.0]"
3970-XGJDU,West Hills,Female,0,0,0,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.2,1123.65,No,0,64,4937,,49+,"(18.249, 35.588]","(4882.6, 5540.8]"
7017-VFULY,Chatsworth,Female,0,1,0,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,No,0,26,4158,,0-6,"(18.249, 35.588]","(3178.2, 4195.4]"
5562-YJQGT,Encino,Female,0,0,0,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,35.1,No,0,40,3746,,0-6,"(18.249, 35.588]","(3178.2, 4195.4]"
8807-OPMBM,Newbury Park,Female,0,1,1,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.65,1388.0,No,0,42,4466,,49+,"(18.249, 35.588]","(4195.4, 4882.6]"
5439-WIKXB,Newhall,Male,1,1,0,41,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,3851.45,No,0,45,4914,,25-48,"(89.862, 118.75]","(4882.6, 5540.8]"
8294-UIMBA,Northridge,Female,0,0,0,30,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.4,2638.1,No,0,68,4584,,25-48,"(89.862, 118.75]","(4195.4, 4882.6]"
8109-YUOHE,Porter Ranch,Male,0,0,0,17,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Mailed check,56.1,946.95,No,0,56,5025,,13-24,"(35.588, 70.35]","(4882.6, 5540.8]"
5840-NVDCG,Pacoima,Female,0,1,1,16,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),68.25,1114.85,No,0,43,3559,,13-24,"(35.588, 70.35]","(3178.2, 4195.4]"
8092-NLTGF,Reseda,Male,0,0,0,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.75,1777.6,No,0,35,5398,,49+,"(18.249, 35.588]","(4882.6, 5540.8]"
5928-QLDHB,San Fernando,Male,0,0,0,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.25,684.85,No,0,62,2062,,7-12,"(70.35, 89.862]","(2002.999, 3178.2]"
9840-EFJQB,Sylmar,Female,0,0,0,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.35,74.35,No,0,80,4237,,0-6,"(70.35, 89.862]","(4195.4, 4882.6]"
0696-UKTOX,North Hills,Male,0,0,1,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,54.15,1312.45,No,0,80,2496,,13-24,"(35.588, 70.35]","(2002.999, 3178.2]"
4801-KFYKL,Granada Hills,Male,0,0,1,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,159.2,No,0,20,4119,,7-12,"(18.249, 35.588]","(3178.2, 4195.4]"
